validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,notebook,run_ts,model_kind,is_pooled,agg_level,use_categoricals,n_securities,pca_k,tau_w
walk_forward,level_change,__POOL__,__ALL__,__ALL__,Hiking,Hiking,train,fd70b606868e,80,126,291524,0.5539235191613726,1.0,0.0787356927177042,0.4279835162346272,0.4692496503513422,0.3539763891546334,0.08794068165169155,16.19864303986584,0.0,14.620116183879226,1.087358160933907e-48,61.97015030308841,0.0,0.0,2314,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,aggregate,True,88,12,2.498092733748133
walk_forward,level_change,__POOL_NOR__,NOR,__ALL__,Hiking,Hiking,train,fd70b606868e,80,126,19078,0.5718104623126113,1.0,0.09135783997664304,0.20114198202137198,0.22566262097885526,0.30805729462763015,0.10866061402247418,2.525573769209568,0.005775476391547407,2.1021101429628346,0.017778351255710124,20.814714438512677,0.0,4.1399657980324474e-88,151,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,aggregate_nor,True,5,12,2.498092733748133
walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,train,fd70b606868e,80,126,3779,0.6155067478168827,1.0,0.09439196449069742,0.14130415721926531,0.16034374165255358,0.29041433440205683,0.11874229849609508,1.7267009671826148,0.042110690942238516,1.3785548600755826,0.08405683185235789,10.025549296781199,0.0,2.2797510536439164e-46,30,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security,True,88,12,2.498092733748133
walk_forward,level_change,NOR_15Y,NOR,15Y,Hiking,Hiking,train,fd70b606868e,80,126,3778,0.6026998411858125,1.0,0.09246808145415741,0.126721646306404,0.14312752215463206,0.2779278774919496,0.11462418688771459,1.8187656995588983,0.0344735917411122,1.4212452426718778,0.07766401613335107,10.688832588187415,0.0,5.361750123272825e-37,30,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security,True,88,12,2.498092733748133
walk_forward,level_change,NOR_1Y,NOR,1Y,Hiking,Hiking,train,fd70b606868e,80,126,3667,0.46413962367057543,1.0,0.08796779093993301,0.404275765074943,0.44825448441791643,0.36320260818223066,0.09811105269829534,1.1027891738888795,0.13505936530451668,0.9546092944193866,0.16991912760567826,5.879569254387386,2.0566773839547636e-09,0.9999935385235654,29,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security,True,88,12,2.498092733748133
walk_forward,level_change,NOR_30Y,NOR,30Y,Hiking,Hiking,train,fd70b606868e,80,126,3803,0.6174073100184065,1.0,0.09553565518817575,0.12789867921272857,0.14623827925863792,0.2782369173312917,0.12540902518056718,1.9406175791526328,0.026152340113104855,1.5673573712169444,0.0585572005971342,11.328926548152825,0.0,3.810732499516646e-48,30,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security,True,88,12,2.498092733748133
walk_forward,level_change,NOR_5Y,NOR,5Y,Hiking,Hiking,train,fd70b606868e,80,126,4051,0.5568995309800049,1.0,0.09198052288129688,0.21124809566791253,0.23663869026124418,0.3306913886005497,0.10729688608951038,1.3787255056725813,0.08398970122518423,1.1411348070530458,0.12694064906218003,9.108294823905787,0.0,2.3282769465991403e-13,32,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security,True,88,12,2.498092733748133
walk_forward,level_change,AUS_10Y,AUS,10Y,Hiking,Hiking,train,fd70b606868e,80,126,4103,0.617109432122837,1.0,0.09094775800150612,0.26670100116524337,0.30426813768503536,0.38729056987479027,0.1234672049647203,1.7273788845814528,0.04204982014731029,1.5390777259878345,0.061931226338043245,13.4005561904629,0.0,1.5612244699817417e-51,33,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,AUS_15Y,AUS,15Y,Hiking,Hiking,train,fd70b606868e,80,126,4111,0.6129895402578448,1.0,0.08851849207823315,0.27925269322982044,0.3155274083681099,0.39568453186943303,0.11496533795875374,1.7181255545299043,0.04288685830139494,1.5264716337302535,0.06348469805062536,13.017761826282204,0.0,3.591447321092457e-48,33,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,AUS_1Y,AUS,1Y,Hiking,Hiking,train,fd70b606868e,80,126,4067,0.5495451192525203,1.0,0.08765301013549842,0.4104543354461307,0.4675545696328744,0.3498877917232129,0.12212528311204196,1.334944789210931,0.09094720857115668,1.2059037265041819,0.11396239014408198,0.0,0.5,1.4076220533569102e-10,32,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,AUS_30Y,AUS,30Y,Hiking,Hiking,train,fd70b606868e,80,126,4036,0.6233894945490585,1.0,0.08234707914590855,0.34171464465718904,0.3810539855689792,0.41096092906929665,0.10323823500507345,1.596183980865654,0.055223861512508354,1.4183900966810923,0.07807706660229535,13.313051077140923,0.0,3.8486399815629823e-56,32,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,AUS_5Y,AUS,5Y,Hiking,Hiking,train,fd70b606868e,80,126,4120,0.6033980582524272,1.0,0.09392882051732088,0.28558838132585823,0.3287629702066748,0.3688909871301188,0.1313243667730435,1.5809230463794928,0.056947817046191895,1.4152676849661143,0.07853281217803351,8.024508940953789,5.551115123125783e-16,1.072477616038852e-40,33,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,BRAZ_1M,BRAZ,1M,Hiking,Hiking,train,fd70b606868e,80,126,3590,0.5788300835654596,1.0,0.04114803599534089,1.538130043614648,1.6402662507409471,0.9842315213188937,0.062268065980240594,2.2268580569303027,0.012978380897426756,1.842750939154222,0.032723903098475476,7.117685897603906,5.487832410722149e-13,1.707293844855913e-21,28,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,BRAZ_1Y,BRAZ,1Y,Hiking,Hiking,train,fd70b606868e,80,126,3639,0.6413849958779885,1.0,0.06514267004516128,1.9757833702202543,2.131309889029953,1.140025126265993,0.07297226912435772,3.0785594447770803,0.0010400201360522,2.6905182391343274,0.0035833583044056123,18.600925469751164,0.0,2.757890817829683e-66,29,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,BRAZ_3M,BRAZ,3M,Hiking,Hiking,train,fd70b606868e,80,126,3547,0.5999436143219622,1.0,0.06657875578790551,1.6056681267470578,1.7447208772765719,1.0041477464700286,0.07969913832094966,2.7054023845978024,0.003411084779979534,2.3265001906076543,0.010023976651269886,11.160975378874596,0.0,4.2496678591576634e-33,28,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,BRAZ_6M,BRAZ,6M,Hiking,Hiking,train,fd70b606868e,80,126,3643,0.6453472412846555,1.0,0.07118248952283712,1.783602754210191,1.9425545918034588,1.0679937198849307,0.08182618818743082,3.048810156472274,0.0011487480859015964,2.658660594258595,0.003939755997887837,18.736258153450116,0.0,4.603636212352328e-70,29,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,CAN_10Y,CAN,10Y,Hiking,Hiking,train,fd70b606868e,80,126,2328,0.5532646048109966,1.0,0.02558840005400187,0.14927634569286885,0.1544181438926117,0.30560578271321004,0.03329788890169949,1.2073349644359737,0.11365158527532526,0.6143246989987592,0.2695304202503711,,,1.4965760657610054e-07,18,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,CAN_1M,CAN,1M,Hiking,Hiking,train,fd70b606868e,80,126,3640,0.5197802197802198,1.0,0.10453269285512623,0.16730045408887212,0.196339442705989,0.23228092855474974,0.14790196109806464,1.480545780899111,0.06936382630185078,1.2619143405309245,0.10353024283475114,,,0.008883160282639928,29,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,CAN_1W,CAN,1W,Hiking,Hiking,train,fd70b606868e,80,126,3286,0.438527084601339,1.0,0.0873753634044967,0.1537428884990412,0.17426303547854533,0.21320542644148582,0.11775387088348122,1.292002162626195,0.0981781978274805,1.0474998017471455,0.1474730936426991,,,0.9999999999992472,26,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,CAN_1Y,CAN,1Y,Hiking,Hiking,train,fd70b606868e,80,126,3627,0.46953405017921146,1.0,0.09457369559559803,0.20452029762869126,0.23511056537703334,0.2849780497088967,0.13011013647679437,1.3798418838486288,0.08381766678140323,1.1743642987527565,0.12016312938466538,,,0.9998866636526732,29,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,CAN_3M,CAN,3M,Hiking,Hiking,train,fd70b606868e,80,126,3734,0.5117836100696305,1.0,0.10590088894752914,0.17058209669100213,0.20005765647394214,0.23335002752911552,0.14733532473814237,1.440863651858455,0.07481160332638803,1.2299173134220778,0.10940278749623987,,,0.07725548171246746,30,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,CAN_5Y,CAN,5Y,Hiking,Hiking,train,fd70b606868e,80,126,2967,0.527468823727671,1.0,0.010028382422982984,0.18361439632850385,0.18740054438682174,0.3233394433762668,0.020203506188876008,1.0114956168657596,0.155889638958029,0.45939801692194776,0.3229910197061206,,,0.0014660861645891651,24,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
walk_forward,level_change,CAN_6M,CAN,6M,Hiking,Hiking,train,fd70b606868e,80,126,3850,0.4935064935064935,1.0,0.10060017475018479,0.17929590003892426,0.20818583430545456,0.2458051771499358,0.13876993294434425,1.4078002833829626,0.07959510822500793,1.1979455161171646,0.11550599491026937,,,0.7944426685050016,31,pooled_v5,2026-06-30T13:39:18.419161+00:00,pooled,True,per_security_nonnok,True,88,12,2.498092733748133
